iter,curriculum,curriculum_metric,total_num_steps,alpha,cycle_count,fps,entropy,value_loss,action_loss,value_loss_old,action_loss_old,value_reg_loss,action_reg_loss,total_iterations,mean_rew,median_rew,min_rew,max_rew
2,0,0,7920,0,0,4119,5.689524173736572,324.9931335449219,-0.003135225735604763,0.0,0.0,0.0,0.0,2525,-109.32123795348946,-110.27987504811337,-116.54663726849047,-100.67979399952975
3,0,0,11880,0,0,4754,5.692506790161133,314.8372802734375,-0.004503450356423855,0.0,0.0,0.0,0.0,2525,-108.63086344730502,-109.02941844199535,-127.24152081204579,-96.66645260535864
4,0,0,15840,0,0,5081,5.701992511749268,282.10443115234375,-0.00466430326923728,0.0,0.0,0.0,0.0,2525,-108.53590010846014,-108.26076432729823,-129.03393230896816,-96.66645260535864
5,0,0,19800,0,0,5423,5.709540843963623,198.19639587402344,-0.007564147934317589,0.0,0.0,0.0,0.0,2525,-108.59521752329675,-108.12154025739571,-129.03393230896816,-96.15796390171225
6,0,0,23760,0,0,5483,5.714315414428711,123.9057846069336,-0.006014332640916109,0.0,0.0,0.0,0.0,2525,-108.19491794156129,-107.1070559093651,-129.03393230896816,-96.15796390171225
7,0,0,27720,0,0,5678,5.720787525177002,157.56932067871094,-0.005154062062501907,0.0,0.0,0.0,0.0,2525,-107.86032129102294,-106.52841712292098,-129.03393230896816,-96.15796390171225
8,0,0,31680,0,0,5798,5.730523109436035,86.46929168701172,-0.002413415350019932,0.0,0.0,0.0,0.0,2525,-108.05421759448205,-106.7144878112174,-129.53260686583693,-96.15796390171225
9,0,0,35640,0,0,5872,5.727810859680176,82.1591796875,-0.007970552891492844,0.0,0.0,0.0,0.0,2525,-108.55035785230703,-106.96739317192913,-129.53260686583693,-96.15796390171225
10,0,0,39600,0,0,5901,5.731230735778809,60.0345573425293,-0.005887055769562721,0.0,0.0,0.0,0.0,2525,-109.21192294872846,-107.76617623008849,-129.53260686583693,-96.15796390171225
11,0,0,43560,0,0,5960,5.741326332092285,59.925743103027344,-0.008750209584832191,0.0,0.0,0.0,0.0,2525,-109.30230375943628,-108.27832864868641,-129.53260686583693,-96.15796390171225
12,0,0,47520,0,0,6024,5.74578332901001,44.08885955810547,-0.007273045368492603,0.0,0.0,0.0,0.0,2525,-109.29971153401063,-108.22294317859163,-129.53260686583693,-96.15796390171225
13,0,0,51480,0,0,6018,5.752413272857666,26.179521560668945,-0.007341803051531315,0.0,0.0,0.0,0.0,2525,-109.39147112953916,-108.27832864868641,-129.53260686583693,-96.15796390171225
14,0,0,55440,0,0,6002,5.760450839996338,51.94663619995117,-0.007476110942661762,0.0,0.0,0.0,0.0,2525,-109.56827897538436,-108.45695557346227,-129.53260686583693,-96.15796390171225
15,0,0,59400,0,0,5985,5.7686357498168945,3.7840158939361572,-0.0032408011611551046,0.0,0.0,0.0,0.0,2525,-109.667161430484,-108.9000795348473,-129.53260686583693,-96.15796390171225
16,0,0,63360,0,0,5978,5.773982524871826,18.70784568786621,-0.004893231671303511,0.0,0.0,0.0,0.0,2525,-109.72326466118724,-108.9000795348473,-129.53260686583693,-96.15796390171225
17,0,0,67320,0,0,5964,5.784917831420898,8.617110252380371,-0.004537193104624748,0.0,0.0,0.0,0.0,2525,-109.79986551035839,-108.9000795348473,-129.53260686583693,-96.15796390171225
18,0,0,71280,0,0,5933,5.788206577301025,18.098806381225586,-0.005839821416884661,0.0,0.0,0.0,0.0,2525,-109.83990819698755,-109.19533325398558,-129.53260686583693,-96.15796390171225
19,0,0,75240,0,0,5906,5.7897233963012695,0.12482866644859314,-0.011581312865018845,0.0,0.0,0.0,0.0,2525,-109.83990819698755,-109.19533325398558,-129.53260686583693,-96.15796390171225
20,0,0,79200,0,0,5881,5.7883381843566895,10.834786415100098,-0.005326468963176012,0.0,0.0,0.0,0.0,2525,-109.83354517473313,-109.26272867850898,-129.53260686583693,-96.15796390171225
21,0,0,83160,0,0,5845,5.7918901443481445,3.9888389110565186,-0.003095511579886079,0.0,0.0,0.0,0.0,2525,-109.77450632004532,-109.26272867850898,-129.53260686583693,-96.15796390171225
22,0,0,87120,0,0,5816,5.7992048263549805,6.619114875793457,-0.005087676923722029,0.0,0.0,0.0,0.0,2525,-109.63770609827944,-109.19533325398558,-129.53260686583693,-96.15796390171225
23,0,0,91080,0,0,5780,5.801939010620117,0.0742458924651146,-0.009901339188218117,0.0,0.0,0.0,0.0,2525,-109.63770609827944,-109.19533325398558,-129.53260686583693,-96.15796390171225
24,0,0,95040,0,0,5755,5.799506187438965,0.9509173035621643,-0.004730327986180782,0.0,0.0,0.0,0.0,2525,-109.68615569568357,-109.19533325398558,-129.53260686583693,-96.15796390171225
25,0,0,99000,0,0,5724,5.8011698722839355,0.09709993004798889,-0.006058467086404562,0.0,0.0,0.0,0.0,2525,-109.68615569568357,-109.19533325398558,-129.53260686583693,-96.15796390171225
26,0,0,102960,0,0,5705,5.805041313171387,5.481822490692139,-0.004683696664869785,0.0,0.0,0.0,0.0,2525,-109.63846963989525,-109.19533325398558,-129.53260686583693,-96.15796390171225
27,0,0,106920,0,0,5686,5.812363624572754,12.12034797668457,-0.006211929488927126,0.0,0.0,0.0,0.0,2525,-110.03521306241448,-109.45216494811297,-144.43918097556323,-96.15796390171225
28,0,0,110880,0,0,5669,5.818183422088623,7.906888961791992,-0.006852153688669205,0.0,0.0,0.0,0.0,2525,-110.44019168117083,-109.45216494811297,-144.43918097556323,-96.15796390171225
29,0,0,114840,0,0,5651,5.823628902435303,42.520687103271484,-0.004134094808250666,0.0,0.0,0.0,0.0,2525,-111.4853486071553,-110.46295833737341,-144.43918097556323,-96.15796390171225
30,0,0,118800,0,0,5642,5.829055309295654,51.472618103027344,-0.002125255763530731,0.0,0.0,0.0,0.0,2525,-113.34797249248159,-111.23951375194795,-149.54746012856936,-96.25583894402472
31,0,0,122760,0,0,5622,5.829451084136963,42.68215560913086,-0.00512938154861331,0.0,0.0,0.0,0.0,2525,-114.99460213854975,-111.92377896664198,-157.24720027549756,-96.25583894402472
32,0,0,126720,0,0,5618,5.832337379455566,84.40130615234375,-0.0033656808082014322,0.0,0.0,0.0,0.0,2525,-116.88243006531184,-112.88049126446589,-159.8066100838439,-97.33215473607555
33,0,0,130680,0,0,5601,5.832824230194092,38.17133331298828,-0.003493096912279725,0.0,0.0,0.0,0.0,2525,-117.43958766949267,-113.1878083367267,-159.8066100838439,-97.33215473607555
34,0,0,134640,0,0,5585,5.83579158782959,31.86997413635254,-0.005898641422390938,0.0,0.0,0.0,0.0,2525,-117.65968026047473,-114.09089692222608,-159.8066100838439,-97.33215473607555
35,0,0,138600,0,0,5570,5.840987205505371,37.16820526123047,-0.00335666723549366,0.0,0.0,0.0,0.0,2525,-118.47350718749588,-115.08771971702173,-159.8066100838439,-97.33215473607555
36,0,0,142560,0,0,5558,5.84828519821167,30.802316665649414,-0.003645910881459713,0.0,0.0,0.0,0.0,2525,-118.71431730094882,-115.86046859698959,-159.8066100838439,-97.33215473607555
37,0,0,146520,0,0,5549,5.853504657745361,23.30605125427246,-0.003287986386567354,0.0,0.0,0.0,0.0,2525,-118.47690533669405,-114.60262581154456,-159.8066100838439,-97.33215473607555
38,0,0,150480,0,0,5528,5.86093807220459,30.417640686035156,-0.004900912754237652,0.0,0.0,0.0,0.0,2525,-118.93519052111336,-115.86046859698959,-159.8066100838439,-97.33215473607555
39,0,0,154440,0,0,5525,5.866257667541504,36.64695739746094,-0.003540878649801016,0.0,0.0,0.0,0.0,2525,-118.79698019938836,-115.5796321187842,-159.8066100838439,-97.33215473607555
40,0,0,158400,0,0,5511,5.8737311363220215,15.416834831237793,-0.004632789641618729,0.0,0.0,0.0,0.0,2525,-118.75554663509895,-115.5796321187842,-159.8066100838439,-97.33215473607555
41,0,0,162360,0,0,5492,5.878283977508545,10.494482040405273,-0.004205082543194294,0.0,0.0,0.0,0.0,2525,-118.90838325497597,-115.60184274850536,-159.8066100838439,-97.33215473607555
42,0,0,166320,0,0,5490,5.88157320022583,0.825608491897583,-0.0052807568572461605,0.0,0.0,0.0,0.0,2525,-119.13730993434598,-115.9057664879247,-159.8066100838439,-97.33215473607555
43,0,0,170280,0,0,5481,5.883699417114258,6.7009172439575195,-0.006490782834589481,0.0,0.0,0.0,0.0,2525,-119.07761806307487,-115.9057664879247,-159.8066100838439,-97.33215473607555
44,0,0,174240,0,0,5474,5.884734153747559,1.596021294593811,-0.006289794109761715,0.0,0.0,0.0,0.0,2525,-118.89751711908144,-115.60184274850536,-159.8066100838439,-94.57004354298178
45,0,0,178200,0,0,5463,5.884951591491699,1.368699312210083,-0.004161431919783354,0.0,0.0,0.0,0.0,2525,-119.13734426616413,-115.9057664879247,-159.8066100838439,-94.57004354298178
46,0,0,182160,0,0,5454,5.888848304748535,23.4876651763916,-0.002475050976499915,0.0,0.0,0.0,0.0,2525,-119.93963659592127,-116.30780335754963,-181.1256785635365,-94.57004354298178
47,0,0,186120,0,0,5445,5.892821788787842,6.396668434143066,-0.006535895634442568,0.0,0.0,0.0,0.0,2525,-120.30671772814439,-116.30780335754963,-181.1256785635365,-94.57004354298178
48,0,0,190080,0,0,5446,5.896011829376221,24.20372772216797,-0.006948923692107201,0.0,0.0,0.0,0.0,2525,-121.23078146887536,-116.45624888330389,-181.1256785635365,-94.57004354298178
49,0,0,194040,0,0,5431,5.9000115394592285,4.899356842041016,-0.0038954485207796097,0.0,0.0,0.0,0.0,2525,-112.03997048807432,-111.72209567192942,-181.1256785635365,-65.9752991082942
50,0,0,198000,0,0,5426,5.900960445404053,28.370803833007812,-0.003470116527751088,0.0,0.0,0.0,0.0,2525,-111.30636904783793,-111.09558503567645,-202.73354685791958,-65.9752991082942
51,0,0,201960,0,0,5411,5.905041217803955,22.213022232055664,-0.004212904721498489,0.0,0.0,0.0,0.0,2525,-105.05100133851553,-107.6028737348433,-202.73354685791958,-65.9752991082942
52,0,0,205920,0,0,5413,5.906591892242432,26.19862937927246,-0.003460891777649522,0.0,0.0,0.0,0.0,2525,-103.85440959034307,-106.36221459137244,-202.73354685791958,-65.9752991082942
53,0,0,209880,0,0,5398,5.9081130027771,28.72283172607422,-0.003738821716979146,0.0,0.0,0.0,0.0,2525,-100.44871310429626,-101.54664046133774,-202.73354685791958,-65.9752991082942
54,0,0,213840,0,0,5386,5.909781455993652,29.384601593017578,-0.0027300086803734303,0.0,0.0,0.0,0.0,2525,-97.43725193795599,-88.89745456092143,-202.73354685791958,-65.9752991082942
55,0,0,217800,0,0,5376,5.911678791046143,18.390085220336914,-0.00431420374661684,0.0,0.0,0.0,0.0,2525,-95.84740237501578,-87.0619272145816,-202.73354685791958,-65.9752991082942
56,0,0,221760,0,0,5369,5.913022518157959,30.000463485717773,-0.007512367330491543,0.0,0.0,0.0,0.0,2525,-93.34193291593023,-86.57531594793012,-202.73354685791958,-65.9752991082942
57,0,0,225720,0,0,5359,5.916438102722168,27.54454803466797,-0.008205553516745567,0.0,0.0,0.0,0.0,2525,-95.29546430930274,-88.89745456092143,-202.73354685791958,-65.9752991082942
58,0,0,229680,0,0,5357,5.920039653778076,22.61119270324707,-0.005909448489546776,0.0,0.0,0.0,0.0,2525,-97.21743068854853,-101.30486577996922,-202.73354685791958,-66.46520614285399
59,0,0,233640,0,0,5347,5.921093463897705,12.754375457763672,-0.002757924608886242,0.0,0.0,0.0,0.0,2525,-97.60081416295203,-101.61991523979138,-202.73354685791958,-66.46520614285399
60,0,0,237600,0,0,5337,5.921392440795898,9.327544212341309,-0.006020621862262487,0.0,0.0,0.0,0.0,2525,-96.39792347039598,-101.61991523979138,-162.37635568760473,-66.46520614285399
61,0,0,241560,0,0,5333,5.92307186126709,3.8824636936187744,-0.0034758325200527906,0.0,0.0,0.0,0.0,2525,-97.01089280798188,-101.68579552748923,-162.37635568760473,-66.46520614285399
