iter,curriculum,curriculum_metric,total_num_steps,alpha,cycle_count,fps,entropy,value_loss,action_loss,value_loss_old,action_loss_old,value_reg_loss,action_reg_loss,mean_rew,median_rew,min_rew,max_rew
2,0,0,7920,0,0,3532,5.682615756988525,269.26165771484375,-0.0038473736494779587,0.0,0.0,0.0,0.0,-109.59834406219342,-109.8743585911744,-118.6058288172173,-100.51482251986054
3,0,0,11880,0,0,4181,5.681646823883057,186.74964904785156,-0.0027719871141016483,0.0,0.0,0.0,0.0,-108.41810577422387,-106.6837091383425,-123.0039540966805,-99.0836492539874
4,0,0,15840,0,0,4733,5.680520534515381,104.02098083496094,-0.003368038684129715,0.0,0.0,0.0,0.0,-108.7050352703673,-107.89214401043827,-124.63418968244021,-98.52485695047801
5,0,0,19800,0,0,4939,5.679757118225098,33.34572219848633,-0.0050652846693992615,0.0,0.0,0.0,0.0,-109.26244759256022,-108.60742646949366,-124.63418968244021,-98.52485695047801
6,0,0,23760,0,0,5116,5.680605411529541,28.077165603637695,-0.004278889857232571,0.0,0.0,0.0,0.0,-109.07386531098457,-107.57765128380495,-130.5341044111643,-97.10385894240811
7,0,0,27720,0,0,5235,5.67827844619751,14.276936531066895,-0.010249580256640911,0.0,0.0,0.0,0.0,-109.32770151595527,-107.18487723026239,-137.27286245394143,-97.10385894240811
8,0,0,31680,0,0,5328,5.674668788909912,12.573317527770996,-0.006052607670426369,0.0,0.0,0.0,0.0,-109.54501872603181,-107.39059244101028,-137.27286245394143,-97.10385894240811
9,0,0,35640,0,0,5421,5.671269416809082,7.623936653137207,-0.011671830900013447,0.0,0.0,0.0,0.0,-110.0530633635237,-108.67822748867889,-137.27286245394143,-97.10385894240811
10,0,0,39600,0,0,5515,5.66373872756958,7.074589252471924,-0.010092630051076412,0.0,0.0,0.0,0.0,-110.13370917999667,-108.69986785282597,-137.27286245394143,-97.10385894240811
11,0,0,43560,0,0,5545,5.659292221069336,4.254537105560303,-0.012547530233860016,0.0,0.0,0.0,0.0,-110.08006946849201,-108.69986785282597,-137.27286245394143,-97.10385894240811
12,0,0,47520,0,0,5581,5.649751663208008,1.2053788900375366,-0.012474974617362022,0.0,0.0,0.0,0.0,-110.2041709065301,-108.85015389654195,-137.27286245394143,-97.10385894240811
13,0,0,51480,0,0,5602,5.617706298828125,0.22446070611476898,-0.014486127533018589,0.0,0.0,0.0,0.0,-110.1567880103223,-108.69986785282597,-137.27286245394143,-97.10385894240811
14,0,0,55440,0,0,5620,5.579887866973877,0.11966347694396973,-0.015335976146161556,0.0,0.0,0.0,0.0,-110.1567880103223,-108.69986785282597,-137.27286245394143,-97.10385894240811
15,0,0,59400,0,0,5634,5.546008110046387,0.07610819488763809,-0.01639978401362896,0.0,0.0,0.0,0.0,-110.1567880103223,-108.69986785282597,-137.27286245394143,-97.10385894240811
16,0,0,63360,0,0,5633,5.50838565826416,0.06256469339132309,-0.012196579948067665,0.0,0.0,0.0,0.0,-110.1567880103223,-108.69986785282597,-137.27286245394143,-97.10385894240811
17,0,0,67320,0,0,5622,5.476299285888672,0.05513260141015053,-0.014921166934072971,0.0,0.0,0.0,0.0,-110.1567880103223,-108.69986785282597,-137.27286245394143,-97.10385894240811
18,0,0,71280,0,0,5598,5.439851760864258,0.08400853723287582,-0.013743863441050053,0.0,0.0,0.0,0.0,-110.1567880103223,-108.69986785282597,-137.27286245394143,-97.10385894240811
19,0,0,75240,0,0,5590,5.411135673522949,0.04554682597517967,-0.014633992686867714,0.0,0.0,0.0,0.0,-110.1567880103223,-108.69986785282597,-137.27286245394143,-97.10385894240811
20,0,0,79200,0,0,5567,5.367785453796387,0.046741288155317307,-0.014059409499168396,0.0,0.0,0.0,0.0,-110.1567880103223,-108.69986785282597,-137.27286245394143,-97.10385894240811
21,0,0,83160,0,0,5585,5.338871955871582,0.05045014247298241,-0.017223795875906944,0.0,0.0,0.0,0.0,-110.1567880103223,-108.69986785282597,-137.27286245394143,-97.10385894240811
22,0,0,87120,0,0,5559,5.306646347045898,0.057840269058942795,-0.015370876528322697,0.0,0.0,0.0,0.0,-110.1567880103223,-108.69986785282597,-137.27286245394143,-97.10385894240811
23,0,0,91080,0,0,5549,5.2769293785095215,0.04613306000828743,-0.01650565303862095,0.0,0.0,0.0,0.0,-110.1567880103223,-108.69986785282597,-137.27286245394143,-97.10385894240811
24,0,0,95040,0,0,5532,5.2487382888793945,0.06640546768903732,-0.012705008499324322,0.0,0.0,0.0,0.0,-110.1567880103223,-108.69986785282597,-137.27286245394143,-97.10385894240811
25,0,0,99000,0,0,5520,5.2315826416015625,0.05843038111925125,-0.018822314217686653,0.0,0.0,0.0,0.0,-110.1567880103223,-108.69986785282597,-137.27286245394143,-97.10385894240811
26,0,0,102960,0.9704,1.0,5448,10.891366958618164,1.9808285236358643,-0.00545280147343874,4.992554187774658,-0.015371430665254593,12.094337463378906,0.045773547142744064,-110.1567880103223,-108.69986785282597,-137.27286245394143,-97.10385894240811
27,0,0,106920,0.9308,1.0,5395,10.890625,184.0204315185547,0.0009390740306116641,91.37152862548828,-0.014929010532796383,276.7255859375,0.04205828905105591,-109.96327477372796,-108.04363395020955,-137.27286245394143,-97.10385894240811
28,0,0,110880,0.8912,1.0,5327,10.90698528289795,176.40176391601562,-0.0019170215819031,29.55389404296875,-0.016969842836260796,490.3488464355469,0.028565937653183937,-109.51375135509355,-106.52199079652254,-137.27286245394143,-98.53015945851864
29,0,0,114840,0.8516,1.0,5294,10.923990249633789,32.30448913574219,-0.004585934802889824,18.386194229125977,-0.01826557144522667,108.69598388671875,0.02022610418498516,-109.59340728618031,-106.57910761514214,-137.27286245394143,-98.53015945851864
30,0,0,118800,0.812,1.0,5229,10.939190864562988,30.91895866394043,-0.0035412388388067484,12.105725288391113,-0.017048722133040428,75.49190521240234,0.016075076535344124,-109.78441813780401,-107.11891022027439,-137.27286245394143,-99.71966911636541
31,0,0,122760,0.7724,1.0,5184,10.954065322875977,14.240262985229492,-0.003584678750485182,8.706367492675781,-0.017127975821495056,29.127573013305664,0.013600568287074566,-109.97551331116001,-107.19227161646944,-129.82712038169677,-99.8042505707418
32,0,0,126720,0.7328,1.0,5140,10.968273162841797,4.932612895965576,-0.006189584266394377,2.7669570446014404,-0.01688999868929386,6.642609119415283,0.01185369212180376,-109.94133178565896,-107.27188601755381,-129.82712038169677,-99.8042505707418
33,0,0,130680,0.6932,1.0,5095,10.976483345031738,1.893660068511963,-0.009333271533250809,1.6562066078186035,-0.015680143609642982,2.2729649543762207,0.010187280364334583,-109.7170538815452,-107.19227161646944,-128.4627699911284,-99.8042505707418
34,0,0,134640,0.6536,1.0,5041,10.967365264892578,1.9429796934127808,-0.007234371267259121,1.0392385721206665,-0.015095505863428116,1.6285579204559326,0.009551802650094032,-109.75512198710393,-107.27188601755381,-128.4627699911284,-99.8042505707418
35,0,0,138600,0.614,1.0,4995,10.949092864990234,0.18643568456172943,-0.010696492157876492,0.19488030672073364,-0.01426430232822895,0.233546644449234,0.009496594779193401,-109.75512198710393,-107.27188601755381,-128.4627699911284,-99.8042505707418
36,0,0,142560,0.5744,1.0,4948,10.919302940368652,1.0944604873657227,-0.009520629420876503,1.1882081031799316,-0.010996069759130478,2.0324230194091797,0.009177567437291145,-109.75512198710393,-107.27188601755381,-128.4627699911284,-99.8042505707418
37,0,0,146520,0.5347999999999999,1.0,4911,10.914567947387695,0.15266059339046478,-0.012282648123800755,0.16984005272388458,-0.015895506367087364,0.20182624459266663,0.008507953956723213,-109.68531902064751,-107.27188601755381,-128.4627699911284,-99.8042505707418
38,0,0,150480,0.4952,1.0,4899,10.885437965393066,0.07857993990182877,-0.013671772554516792,0.09989991039037704,-0.014689472503960133,0.08770211786031723,0.010183505713939667,-109.68531902064751,-107.27188601755381,-128.4627699911284,-99.8042505707418
39,0,0,154440,0.4556,1.0,4887,10.846481323242188,0.05520700663328171,-0.01302159670740366,0.0567711666226387,-0.0154270613566041,0.06815868616104126,0.010144961066544056,-109.68531902064751,-107.27188601755381,-128.4627699911284,-99.8042505707418
40,0,0,158400,0.41600000000000004,1.0,4867,10.808767318725586,0.03530912101268768,-0.014032410457730293,0.0395369827747345,-0.015910083428025246,0.041985902935266495,0.01170584000647068,-109.68531902064751,-107.27188601755381,-128.4627699911284,-99.8042505707418
41,0,0,162360,0.37639999999999996,1.0,4837,10.761187553405762,0.03115030750632286,-0.014201775193214417,0.04165090247988701,-0.015802837908267975,0.032554760575294495,0.013380189426243305,-109.68531902064751,-107.27188601755381,-128.4627699911284,-99.8042505707418
42,0,0,166320,0.3368,1.0,4812,10.716776847839355,0.023478807881474495,-0.014964965172111988,0.031417082995176315,-0.01630057767033577,0.035062432289123535,0.014767047949135303,-109.68531902064751,-107.27188601755381,-128.4627699911284,-99.8042505707418
43,0,0,170280,0.2972,1.0,4782,10.682279586791992,0.0372440330684185,-0.016308125108480453,0.045776817947626114,-0.01867661625146866,0.03330462798476219,0.021278079599142075,-109.68531902064751,-107.27188601755381,-128.4627699911284,-99.8042505707418
44,0,0,174240,0.25760000000000005,1.0,4761,10.64819049835205,0.036972399801015854,-0.014854189939796925,0.04426369071006775,-0.019129488617181778,0.03297998383641243,0.027674097567796707,-109.68531902064751,-107.27188601755381,-128.4627699911284,-99.8042505707418
45,0,0,178200,0.21799999999999997,1.0,4745,10.618589401245117,0.03820221126079559,-0.014215203933417797,0.04640486463904381,-0.01985631138086319,0.0317656435072422,0.0315345823764801,-109.68531902064751,-107.27188601755381,-128.4627699911284,-99.8042505707418
